Method, FileNum, DataSet, Time (minutes)
TimingsLogPpmz, 74, 2, 0.039720
TimingsLogPpmz, 75, 3, 0.070689
TimingsLogPpmz, 76, 4, 0.479170
TimingsLogPpmz, 77, 5, 1.173178
TimingsLogPpmz, 78, 0, 0.019976
TimingsLogPpmz, 79, 1, 0.033878
TimingsLogPpmz, 80, 2, 0.055802
TimingsLogPpmz, 81, 3, 0.112154
TimingsLogPpmz, 82, 4, 0.844463
TimingsLogPpmz, 83, 5, 1.988796
TimingsLogPpmz, 84, 0, 0.021204
TimingsLogPpmz, 85, 1, 0.034547
TimingsLogPpmz, 86, 2, 0.056281
TimingsLogPpmz, 87, 3, 0.109609
TimingsLogPpmz, 88, 4, 0.838454
TimingsLogPpmz, 89, 5, 1.951235
TimingsLogPpmz, 90, 0, 0.021047
TimingsLogPpmz, 91, 1, 0.035998
TimingsLogPpmz, 92, 2, 0.055963
TimingsLogPpmz, 93, 3, 0.107139
TimingsLogPpmz, 94, 4, 0.798815
TimingsLogPpmz, 95, 5, 1.851115
TimingsLogPpmz, 96, 0, 0.023582
TimingsLogPpmz, 97, 1, 0.037364
TimingsLogPpmz, 98, 2, 0.060149
TimingsLogPpmz, 99, 3, 0.116442
TimingsLogPpmz, 100, 4, 0.865855
TimingsLogPpmz, 101, 5, 2.009647
TimingsLogPpmz, 102, 0, 0.024902
TimingsLogPpmz, 103, 1, 0.037165
TimingsLogPpmz, 104, 2, 0.057096
TimingsLogPpmz, 105, 3, 0.107720
TimingsLogPpmz, 106, 4, 0.785576
TimingsLogPpmz, 107, 5, 1.850843
TimingsLogPpmz, 108, 0, 0.024148
TimingsLogPpmz, 109, 1, 0.037884
TimingsLogPpmz, 110, 2, 0.060339
TimingsLogPpmz, 111, 3, 0.119023
TimingsLogPpmz, 112, 4, 0.873965
TimingsLogPpmz, 113, 5, 2.027751
TimingsLogPpmz, 114, 0, 0.026192
TimingsLogPpmz, 115, 1, 0.038145
TimingsLogPpmz, 116, 2, 0.055459
TimingsLogPpmz, 117, 3, 0.098275
TimingsLogPpmz, 118, 4, 0.685005
TimingsLogPpmz, 119, 5, 1.616053
TimingsLogPpmz, 120, 0, 0.025049
TimingsLogPpmz, 121, 1, 0.036727
TimingsLogPpmz, 122, 2, 0.053654
TimingsLogPpmz, 123, 3, 0.099905
TimingsLogPpmz, 124, 4, 0.689655
TimingsLogPpmz, 125, 5, 1.610734
TimingsLogPpmz, 126, 0, 0.028073
TimingsLogPpmz, 127, 1, 0.040562
TimingsLogPpmz, 128, 2, 0.059923
TimingsLogPpmz, 129, 3, 0.107777
TimingsLogPpmz, 130, 4, 0.760381
TimingsLogPpmz, 131, 5, 1.791988
TimingsLogPpmz, 132, 0, 0.027590
TimingsLogPpmz, 133, 1, 0.036020
TimingsLogPpmz, 134, 2, 0.048538
TimingsLogPpmz, 135, 3, 0.080729
TimingsLogPpmz, 136, 4, 0.506189
TimingsLogPpmz, 137, 5, 1.202677
TimingsLogPpmz, 138, 0, 0.027391
TimingsLogPpmz, 139, 1, 0.039334
TimingsLogPpmz, 140, 2, 0.055808
TimingsLogPpmz, 141, 3, 0.098226
TimingsLogPpmz, 142, 4, 0.671791
TimingsLogPpmz, 143, 5, 1.584569
TimingsLogPpmz, 144, 0, 0.028470
TimingsLogPpmz, 145, 1, 0.041152
TimingsLogPpmz, 146, 2, 0.058368
TimingsLogPpmz, 147, 3, 0.096970
TimingsLogPpmz, 148, 4, 0.655278
TimingsLogPpmz, 149, 5, 1.532601
TimingsLogPpmz, 150, 0, 0.030279
TimingsLogPpmz, 151, 1, 0.045345
TimingsLogPpmz, 152, 2, 0.066305
TimingsLogPpmz, 153, 3, 0.123709
TimingsLogPpmz, 154, 4, 0.859690
TimingsLogPpmz, 155, 5, 2.002913
TimingsLogPpmz, 156, 0, 0.029849
TimingsLogPpmz, 157, 1, 0.039969
TimingsLogPpmz, 158, 2, 0.052708
TimingsLogPpmz, 159, 3, 0.083524
TimingsLogPpmz, 160, 4, 0.493673
TimingsLogPpmz, 161, 5, 1.168299
TimingsLogPpmz, 162, 0, 0.031625
TimingsLogPpmz, 163, 1, 0.045018
TimingsLogPpmz, 164, 2, 0.066330
TimingsLogPpmz, 165, 3, 0.122165
TimingsLogPpmz, 166, 4, 0.843378
TimingsLogPpmz, 167, 5, 1.952649
TimingsLogPpmz, 168, 0, 0.032020
TimingsLogPpmz, 169, 1, 0.045548
TimingsLogPpmz, 170, 2, 0.066577
TimingsLogPpmz, 171, 3, 0.120302
TimingsLogPpmz, 172, 4, 0.823671
TimingsLogPpmz, 173, 5, 1.916121
TimingsLogPpmz, 174, 0, 0.032962
TimingsLogPpmz, 175, 1, 0.047127
TimingsLogPpmz, 176, 2, 0.068360
TimingsLogPpmz, 177, 3, 0.125766
TimingsLogPpmz, 178, 4, 0.851515
TimingsLogPpmz, 179, 5, 1.975727
TimingsLogPpmz, 180, 0, 0.033412
TimingsLogPpmz, 181, 1, 0.046527
TimingsLogPpmz, 182, 2, 0.066928
TimingsLogPpmz, 183, 3, 0.118404
TimingsLogPpmz, 184, 4, 0.804634
TimingsLogPpmz, 185, 5, 1.871350
TimingsLogPpmz, 186, 0, 0.033597
TimingsLogPpmz, 187, 1, 0.044361
TimingsLogPpmz, 188, 2, 0.060489
TimingsLogPpmz, 189, 3, 0.097372
TimingsLogPpmz, 190, 4, 0.621861
TimingsLogPpmz, 191, 5, 1.490527
TimingsLogPpmz, 192, 0, 0.035052
TimingsLogPpmz, 193, 1, 0.045186
TimingsLogPpmz, 194, 2, 0.060931
TimingsLogPpmz, 195, 3, 0.099229
TimingsLogPpmz, 196, 4, 0.613904
TimingsLogPpmz, 197, 5, 1.462956
TimingsLogPpmz, 198, 0, 0.036110
TimingsLogPpmz, 199, 1, 0.050708
TimingsLogPpmz, 200, 2, 0.072263
TimingsLogPpmz, 201, 3, 0.124531
TimingsLogPpmz, 202, 4, 0.849443
TimingsLogPpmz, 203, 5, 1.962029
TimingsLogPpmz, 204, 0, 0.036786
TimingsLogPpmz, 205, 1, 0.050603
TimingsLogPpmz, 206, 2, 0.070395
TimingsLogPpmz, 207, 3, 0.120261
TimingsLogPpmz, 208, 4, 0.795228
TimingsLogPpmz, 209, 5, 1.848954
TimingsLogPpmz, 210, 0, 0.038110
TimingsLogPpmz, 211, 1, 0.051080
TimingsLogPpmz, 212, 2, 0.071010
TimingsLogPpmz, 213, 3, 0.121884
TimingsLogPpmz, 214, 4, 0.789468
TimingsLogPpmz, 215, 5, 1.830924
TimingsLogPpmz, 216, 0, 0.039244
TimingsLogPpmz, 217, 1, 0.053617
TimingsLogPpmz, 218, 2, 0.075215
TimingsLogPpmz, 219, 3, 0.132311
TimingsLogPpmz, 220, 4, 0.867852
TimingsLogPpmz, 221, 5, 1.996610
TimingsLogPpmz, 222, 0, 0.039786
TimingsLogPpmz, 223, 1, 0.055139
TimingsLogPpmz, 224, 2, 0.077667
TimingsLogPpmz, 225, 3, 0.137721
TimingsLogPpmz, 226, 4, 0.899898
TimingsLogPpmz, 227, 5, 2.074023
TimingsLogPpmz, 228, 0, 0.040700
TimingsLogPpmz, 229, 1, 0.055413
TimingsLogPpmz, 230, 2, 0.074499
TimingsLogPpmz, 231, 3, 0.124665
TimingsLogPpmz, 232, 4, 0.813831
TimingsLogPpmz, 233, 5, 1.865468
TimingsLogPpmz, 234, 0, 0.042885
TimingsLogPpmz, 235, 1, 0.056180
TimingsLogPpmz, 236, 2, 0.076553
TimingsLogPpmz, 237, 3, 0.130208
TimingsLogPpmz, 238, 4, 0.837440
TimingsLogPpmz, 239, 5, 1.897445
TimingsLogPpmz, 240, 0, 0.043230
TimingsLogPpmz, 241, 1, 0.059797
TimingsLogPpmz, 242, 2, 0.079662
TimingsLogPpmz, 243, 3, 0.138970
TimingsLogPpmz, 244, 4, 0.870164
TimingsLogPpmz, 245, 5, 2.013735
TimingsLogPpmz, 246, 0, 0.043839
TimingsLogPpmz, 247, 1, 0.054566
TimingsLogPpmz, 248, 2, 0.070548
TimingsLogPpmz, 249, 3, 0.109208
TimingsLogPpmz, 250, 4, 0.647152
TimingsLogPpmz, 251, 5, 1.500454
TimingsLogPpmz, 252, 0, 0.045335
TimingsLogPpmz, 253, 1, 0.058722
TimingsLogPpmz, 254, 2, 0.079721
TimingsLogPpmz, 255, 3, 0.132800
TimingsLogPpmz, 256, 4, 0.846073
TimingsLogPpmz, 257, 5, 1.918457
TimingsLogPpmz, 258, 0, 0.046302
TimingsLogPpmz, 259, 1, 0.061412
TimingsLogPpmz, 260, 2, 0.083326
TimingsLogPpmz, 261, 3, 0.141867
TimingsLogPpmz, 262, 4, 0.898942
TimingsLogPpmz, 263, 5, 2.055710
TimingsLogPpmz, 264, 0, 0.046765
TimingsLogPpmz, 265, 1, 0.061642
TimingsLogPpmz, 266, 2, 0.083847
TimingsLogPpmz, 267, 3, 0.142613
TimingsLogPpmz, 268, 4, 0.889472
TimingsLogPpmz, 269, 5, 2.041556
TimingsLogPpmz, 270, 0, 0.047923
TimingsLogPpmz, 271, 1, 0.064834
TimingsLogPpmz, 272, 2, 0.078779
TimingsLogPpmz, 273, 3, 0.123071
TimingsLogPpmz, 274, 4, 0.751754
TimingsLogPpmz, 275, 5, 1.732673
TimingsLogPpmz, 276, 0, 0.048632
TimingsLogPpmz, 277, 1, 0.062357
TimingsLogPpmz, 278, 2, 0.083447
TimingsLogPpmz, 279, 3, 0.134556
TimingsLogPpmz, 280, 4, 0.830252
TimingsLogPpmz, 281, 5, 1.935120
TimingsLogPpmz, 282, 0, 0.050021
TimingsLogPpmz, 283, 1, 0.064277
TimingsLogPpmz, 284, 2, 0.087152
TimingsLogPpmz, 285, 3, 0.144822
TimingsLogPpmz, 286, 4, 0.884841
TimingsLogPpmz, 287, 5, 2.027700
TimingsLogPpmz, 288, 0, 0.050990
TimingsLogPpmz, 289, 1, 0.064162
TimingsLogPpmz, 290, 2, 0.084320
TimingsLogPpmz, 291, 3, 0.133702
TimingsLogPpmz, 292, 4, 0.810809
TimingsLogPpmz, 293, 5, 1.856119
TimingsLogPpmz, 294, 0, 0.051367
TimingsLogPpmz, 295, 1, 0.065490
TimingsLogPpmz, 296, 2, 0.086656
TimingsLogPpmz, 297, 3, 0.136431
TimingsLogPpmz, 298, 4, 0.820291
TimingsLogPpmz, 299, 5, 1.898237
